,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,20,2,16,8,15,13,19
1,1,13,9,17,18,6,4,20
2,2,16,9,1,10,12,8,7
3,3,11,12,15,14,3,0,17
4,4,8,0,13,1,5,3,16
5,5,19,8,3,7,2,17,10
6,6,5,2,9,10,13,19,16
7,7,5,10,4,14,1,2,0
8,8,18,14,9,16,7,8,6
9,9,10,6,12,2,7,5,1
10,10,7,11,14,4,10,5,17
11,11,10,7,12,9,3,16,18
12,12,12,1,3,8,17,14,15
13,13,5,16,19,13,17,20,0
14,14,16,3,12,9,8,5,2
15,15,7,4,17,11,1,20,8
16,16,10,8,11,5,1,14,16
17,17,19,2,14,1,6,17,0
18,18,17,10,5,13,3,11,7
19,19,7,11,13,16,14,5,20
20,20,6,13,5,19,0,18,14
21,21,14,19,10,16,5,15,1
22,22,1,13,19,11,15,5,0
23,23,9,19,8,14,2,20,12
24,24,15,12,18,10,16,14,17
25,25,20,14,19,3,12,1,10
26,26,10,14,8,18,19,1,13
27,27,15,16,2,17,11,9,19
28,28,11,0,15,10,2,18,14
29,29,2,1,20,7,3,17,4
30,30,6,5,15,13,7,11,10
31,31,11,17,10,7,2,12,20
32,32,5,15,16,8,10,0,4
33,33,11,1,10,0,18,9,19
34,34,6,18,19,3,14,1,15
35,35,4,18,9,16,12,10,15
36,36,17,5,12,7,0,2,15
37,37,10,19,15,14,9,8,13
38,38,13,2,16,11,9,7,19
39,39,1,16,2,7,8,15,6
40,40,18,2,9,1,0,17,14
41,41,0,20,15,11,19,9,2
42,42,6,9,20,8,15,12,0
43,43,4,12,6,10,9,17,8
44,44,0,17,15,3,1,12,2
45,45,12,10,16,3,11,20,18
46,46,20,3,14,4,10,19,8
47,47,18,11,12,3,9,7,20
48,48,11,7,13,14,1,4,2
