,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,17,1,8,18,4,7,0
1,1,6,0,1,15,3,7,20
2,2,3,2,14,8,6,18,9
3,3,9,19,14,16,4,12,5
4,4,12,11,2,17,8,13,1
5,5,16,19,20,3,9,17,18
6,6,4,16,8,3,7,14,2
7,7,5,0,14,19,16,11,10
8,8,19,8,16,20,14,7,9
9,9,7,12,17,19,4,1,6
10,10,11,18,12,19,8,5,20
11,11,19,18,4,0,5,16,20
12,12,3,18,17,2,6,20,1
13,13,8,16,18,4,7,3,5
14,14,5,3,7,16,18,12,14
15,15,3,2,20,19,4,1,18
16,16,12,17,5,19,10,7,20
17,17,5,13,10,14,1,6,12
18,18,5,16,19,12,9,14,8
19,19,17,7,0,6,12,2,13
20,20,2,3,10,12,11,20,6
21,21,9,17,18,4,7,3,0
22,22,9,3,12,5,11,10,6
23,23,19,18,15,6,8,0,7
24,24,7,5,9,19,8,13,20
25,25,7,16,8,17,19,5,18
26,26,19,11,6,3,12,4,0
27,27,20,19,11,6,1,4,7
28,28,16,14,10,15,3,9,19
29,29,18,8,16,12,2,13,0
30,30,0,10,9,16,20,14,11
31,31,3,17,8,7,2,20,16
32,32,2,12,16,10,15,5,3
33,33,20,4,2,13,14,1,16
34,34,0,5,15,14,17,8,19
35,35,11,1,10,18,12,9,17
36,36,16,4,20,18,7,5,8
37,37,12,15,4,11,16,20,5
38,38,8,10,0,19,7,2,9
39,39,13,12,2,9,20,8,18
40,40,12,13,16,9,11,10,2
41,41,17,9,2,12,4,18,3
42,42,4,15,20,3,2,11,16
43,43,2,20,8,1,11,19,0
44,44,9,18,8,10,11,17,20
45,45,14,5,20,9,17,13,2
46,46,4,11,16,3,12,8,14
47,47,11,3,19,6,1,16,9
48,48,14,8,20,19,5,1,16
