,round,tube,sp,st,final_pop
0,0,0,4,"(0.03136505589717127, 0.0, 0.0, 0.02933779358919147, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.009098393996102105, 0.016598539113054)",82
1,0,0,4,"(0.03136505589717127, 0.0, 0.0, 0.03248678328236583, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.005662088617961285, 0.016598539113054)",112
2,0,0,4,"(0.03136505589717127, 0.0, 0.0, 0.02933779358919147, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.01068170338109682, 0.016598539113054)",24
3,0,0,4,"(0.03136505589717127, 0.0, 0.0, 0.017243581014145012, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.005662088617961285, 0.016598539113054)",22
4,0,0,4,"(0.020050156873996475, 0.0, 0.0, 0.016744332428705273, 0.0, 0.0014291004804860002, 0.022720393192460244, 0.027620616827367193, 0.009217628319264842, 0.016598539113054)",53
5,0,0,4,"(0.03136505589717127, 0.0, 0.0, 0.016744332428705273, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.009217628319264842, 0.016598539113054)",110
6,0,1,4,"(0.03136505589717127, 0.0, 0.0, 0.02933779358919147, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.009098393996102105, 0.016598539113054)",267
7,0,1,4,"(0.020050156873996475, 0.0, 0.0, 0.016744332428705273, 0.0, 0.0014291004804860002, 0.022720393192460244, 0.027620616827367193, 0.009217628319264842, 0.016598539113054)",35
8,0,1,4,"(0.03136505589717127, 0.0, 0.0, 0.03248678328236583, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.005662088617961285, 0.016598539113054)",45
9,0,1,4,"(0.03136505589717127, 0.0, 0.0, 0.016744332428705273, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.009217628319264842, 0.016598539113054)",99
10,0,2,4,"(0.03136505589717127, 0.0, 0.0, 0.03248678328236583, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.005662088617961285, 0.016598539113054)",171
11,0,2,4,"(0.03136505589717127, 0.0, 0.0, 0.016744332428705273, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.009217628319264842, 0.016598539113054)",51
12,0,2,4,"(0.03136505589717127, 0.0, 0.0, 0.02933779358919147, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.009098393996102105, 0.016598539113054)",144
13,0,2,4,"(0.020050156873996475, 0.0, 0.0, 0.016744332428705273, 0.0, 0.0014291004804860002, 0.022720393192460244, 0.027620616827367193, 0.009217628319264842, 0.016598539113054)",62
14,0,2,4,"(0.03136505589717127, 0.0, 0.0, 0.017243581014145012, 0.0, 0.0014291004804860002, 0.01586352477703272, 0.027620616827367193, 0.005662088617961285, 0.016598539113054)",12
