,round,tube0,tube1,tube2
0,0,7,6,3
1,1,2,0,8
2,2,8,3,7
3,3,4,0,3
4,4,7,4,6
5,5,1,5,0
6,6,6,8,1
7,7,4,6,8
8,8,8,6,1
9,9,6,7,2
10,10,4,8,7
11,11,4,2,0
12,12,2,0,5
13,13,7,5,4
14,14,8,7,2
15,15,3,2,4
16,16,5,7,1
17,17,2,9,5
18,18,2,6,9
19,19,8,3,1
20,20,7,1,8
21,21,8,4,2
22,22,8,4,2
23,23,4,9,6
