,round,tube0,tube1,tube2
0,0,4,2,3
1,1,7,8,6
2,2,8,5,0
3,3,8,0,1
4,4,5,9,1
5,5,9,8,4
6,6,0,1,7
7,7,5,8,4
8,8,9,1,2
9,9,1,3,4
10,10,2,6,7
11,11,5,3,9
12,12,6,4,7
13,13,0,9,2
14,14,9,4,8
15,15,6,0,4
16,16,0,3,8
17,17,7,2,1
18,18,3,1,2
19,19,7,5,8
20,20,1,9,4
21,21,1,7,5
22,22,3,8,2
23,23,5,6,7
