,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,14,4,3,13,5,15,9
1,1,7,20,18,14,6,4,15
2,2,0,18,11,13,16,20,12
3,3,10,13,19,3,16,2,15
4,4,5,13,8,18,11,2,19
5,5,5,13,8,9,18,2,1
6,6,10,11,2,12,15,16,14
7,7,0,17,1,16,18,13,14
8,8,19,8,11,4,1,6,3
9,9,9,14,16,6,19,3,15
10,10,15,17,18,5,7,16,9
11,11,15,10,1,13,8,16,3
12,12,13,1,19,4,11,15,9
13,13,3,10,18,20,7,4,8
14,14,11,4,19,14,8,6,20
15,15,7,2,17,9,14,5,16
16,16,2,7,0,18,14,16,8
17,17,19,2,6,1,14,12,15
18,18,7,4,0,16,5,19,12
19,19,18,20,5,12,10,11,19
20,20,4,11,10,12,1,9,6
21,21,11,8,1,16,3,4,12
22,22,12,13,7,6,18,1,14
23,23,2,6,9,3,11,8,16
24,24,17,5,8,4,7,12,16
25,25,5,2,12,16,9,14,19
26,26,2,1,10,14,0,19,16
27,27,17,3,14,5,8,9,13
28,28,7,13,19,5,1,18,2
29,29,17,1,16,3,15,7,8
30,30,9,5,17,6,8,18,13
31,31,10,14,7,0,6,13,1
32,32,1,9,8,14,7,3,13
33,33,5,2,16,19,0,9,7
34,34,2,1,12,16,5,9,15
35,35,18,20,2,8,0,14,5
36,36,2,0,3,1,4,9,18
37,37,13,12,15,3,0,10,8
38,38,9,7,12,16,0,20,13
39,39,7,20,12,13,5,15,3
40,40,13,10,8,16,9,14,15
41,41,18,5,14,16,0,10,17
42,42,7,2,5,14,6,13,19
43,43,7,16,15,3,0,18,14
44,44,18,2,0,13,10,5,9
45,45,18,10,15,11,9,14,8
46,46,14,8,12,20,3,13,18
47,47,8,10,12,13,3,2,5
48,48,11,2,16,4,17,5,1
