,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,3,9,1,20,15,17,2
1,1,18,3,1,15,20,12,17
2,2,13,9,10,3,19,18,12
3,3,11,20,17,2,6,4,14
4,4,5,10,1,13,2,9,8
5,5,3,9,17,8,18,13,6
6,6,9,14,10,20,2,12,8
7,7,16,4,9,2,14,8,10
8,8,3,5,12,4,19,20,6
9,9,17,12,20,7,16,18,6
10,10,6,17,13,16,4,18,1
11,11,2,6,4,9,15,20,14
12,12,9,2,3,16,20,12,7
13,13,1,5,12,8,18,17,20
14,14,5,11,8,20,6,13,1
15,15,20,1,4,8,5,17,15
16,16,14,20,16,15,3,9,17
17,17,13,12,9,2,16,14,6
18,18,2,4,12,18,7,16,6
19,19,8,16,17,3,11,7,10
20,20,18,0,1,10,4,2,19
21,21,19,12,13,17,7,3,16
22,22,11,13,15,1,3,17,9
23,23,17,10,0,6,20,12,14
24,24,6,13,9,16,20,12,2
25,25,8,5,14,18,15,13,16
26,26,1,17,12,6,5,0,2
27,27,18,0,19,12,5,4,8
28,28,2,17,5,9,8,7,19
29,29,1,13,6,8,10,19,9
30,30,15,11,7,0,8,2,1
31,31,7,14,11,3,0,6,8
32,32,0,18,20,8,1,2,12
33,33,12,14,0,19,7,8,13
34,34,20,11,1,16,7,4,10
35,35,9,4,0,7,11,16,8
36,36,2,15,13,20,1,14,8
37,37,18,8,6,11,2,4,9
38,38,7,15,13,14,1,5,16
39,39,11,7,0,16,8,12,6
40,40,10,0,5,14,20,2,1
41,41,18,17,4,5,19,8,20
42,42,3,1,4,6,5,2,11
43,43,17,12,10,5,8,2,9
44,44,9,3,7,20,4,11,18
45,45,17,11,0,19,20,10,6
46,46,20,4,13,16,10,2,19
47,47,9,2,10,0,15,13,8
48,48,3,13,11,7,9,0,8
