,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,16,14,8,13,12,7,18
1,1,18,7,9,1,6,19,10
2,2,16,17,10,5,6,20,0
3,3,12,14,8,1,19,16,15
4,4,14,9,20,5,11,12,17
5,5,7,4,15,5,1,11,6
6,6,15,14,7,16,6,18,9
7,7,13,17,18,7,1,0,20
8,8,15,17,16,11,13,2,5
9,9,20,13,6,1,14,12,7
10,10,5,14,3,18,9,4,10
11,11,5,4,1,3,14,6,17
12,12,13,4,6,14,8,10,20
13,13,16,6,5,9,7,18,15
14,14,9,13,3,12,14,6,2
15,15,2,7,19,8,17,14,13
16,16,4,11,13,17,20,8,0
17,17,18,12,20,7,15,13,10
18,18,2,7,5,15,11,14,3
19,19,12,18,5,3,13,14,6
20,20,4,19,3,20,12,0,8
21,21,12,0,1,10,14,8,17
22,22,12,19,15,0,20,14,2
23,23,10,7,9,6,2,19,3
24,24,14,18,12,15,2,7,3
25,25,19,8,3,7,15,6,16
26,26,7,6,14,19,15,8,18
27,27,15,3,13,16,5,1,7
28,28,16,9,17,13,14,8,12
29,29,16,15,6,9,13,10,14
30,30,4,1,15,11,13,3,8
31,31,7,19,9,15,16,2,17
32,32,20,9,16,0,10,5,13
33,33,1,16,10,7,2,8,19
34,34,14,4,0,6,9,2,13
35,35,2,15,19,3,0,1,16
36,36,5,18,15,4,1,12,16
37,37,9,20,1,11,14,12,18
38,38,3,1,19,13,9,10,12
39,39,18,13,14,6,9,5,19
40,40,5,8,15,0,14,18,2
41,41,14,15,7,2,1,3,17
42,42,20,19,13,8,10,12,1
43,43,17,15,5,6,11,12,18
44,44,2,12,8,16,0,9,19
45,45,9,0,11,15,14,3,10
46,46,1,6,3,0,12,18,4
47,47,2,0,3,12,15,7,20
48,48,20,12,19,5,6,15,17
