,round,tube0,tube1,tube2
0,0,7,5,3
1,1,2,8,1
2,2,6,8,9
3,3,3,6,9
4,4,6,4,0
5,5,6,1,7
6,6,5,6,4
7,7,2,1,7
8,8,3,7,5
9,9,3,0,7
10,10,2,4,3
11,11,8,4,5
12,12,8,7,1
13,13,5,7,8
14,14,5,9,0
15,15,2,8,6
16,16,2,1,3
17,17,9,0,7
18,18,0,3,5
19,19,5,9,8
20,20,9,8,1
21,21,8,3,4
22,22,0,3,9
23,23,9,0,3
