,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,5,14,9,16,0,11
1,1,4,12,14,11,20,15,2
2,2,19,6,16,7,9,4,0
3,3,16,19,3,6,20,4,18
4,4,10,2,18,11,19,5,13
5,5,0,2,15,8,7,1,19
6,6,14,16,15,0,4,7,13
7,7,11,8,1,15,17,10,2
8,8,17,8,19,0,11,9,2
9,9,4,0,16,5,8,13,6
10,10,19,9,12,6,18,11,16
11,11,13,7,14,8,5,16,2
12,12,1,7,17,10,20,6,5
13,13,7,13,8,12,14,2,0
14,14,0,1,20,17,7,19,14
15,15,6,16,10,0,14,7,2
16,16,12,8,2,1,11,19,0
17,17,12,3,16,7,19,0,13
18,18,18,10,0,6,15,3,5
19,19,15,20,2,3,13,11,8
20,20,5,7,2,19,15,9,3
21,21,4,9,13,15,8,17,7
22,22,17,18,2,14,7,6,12
23,23,0,2,8,16,17,12,3
24,24,8,14,15,0,2,19,16
25,25,18,19,15,10,0,12,9
26,26,2,18,16,13,17,11,10
27,27,6,5,18,14,17,9,0
28,28,17,19,10,18,15,4,14
29,29,19,20,13,4,6,10,2
30,30,13,2,14,20,1,3,7
31,31,11,3,13,1,14,4,10
32,32,14,2,0,7,6,17,19
33,33,8,19,5,18,7,2,11
34,34,10,11,3,2,18,7,12
35,35,8,1,14,7,18,13,9
36,36,1,11,18,0,4,20,3
37,37,6,3,5,8,12,19,7
38,38,8,16,15,2,12,1,14
39,39,2,16,20,13,12,14,6
40,40,19,6,16,3,8,17,13
41,41,14,5,13,16,4,8,12
42,42,14,1,13,5,2,7,6
43,43,17,14,13,3,2,6,18
44,44,8,19,0,14,1,2,17
45,45,5,6,1,7,8,18,12
46,46,6,20,3,19,5,7,16
47,47,8,0,20,9,17,16,2
48,48,1,18,17,20,6,10,12
