,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,3,20,6,14,13,10
1,1,10,0,2,3,1,9,5
2,2,0,1,15,7,16,9,4
3,3,1,6,13,4,7,0,8
4,4,0,7,6,16,14,8,4
5,5,5,20,0,9,10,8,16
6,6,0,19,7,16,10,2,13
7,7,12,11,7,6,14,19,3
8,8,3,10,2,6,0,1,4
9,9,6,0,19,1,15,10,9
10,10,11,5,6,8,1,12,15
11,11,8,17,7,16,11,14,10
12,12,1,9,15,5,6,17,16
13,13,17,3,1,15,10,13,9
14,14,19,8,4,1,10,9,0
15,15,7,1,5,0,11,4,8
16,16,1,9,2,7,12,14,11
17,17,3,8,12,19,4,0,7
18,18,4,1,3,15,6,11,18
19,19,9,4,3,18,8,6,13
20,20,0,11,1,3,16,5,7
21,21,4,3,8,2,0,16,20
22,22,2,14,6,0,8,1,18
23,23,5,0,4,15,1,19,6
24,24,3,4,9,6,0,11,8
25,25,18,13,19,10,1,9,7
26,26,0,20,7,14,15,19,13
27,27,1,6,11,7,15,2,16
28,28,19,16,11,10,3,0,15
29,29,3,11,14,15,8,13,16
30,30,3,16,10,14,17,19,12
31,31,6,7,17,9,2,12,11
32,32,19,8,10,13,20,11,12
33,33,4,0,1,17,6,8,9
34,34,0,13,15,20,17,2,14
35,35,8,16,0,18,1,9,20
36,36,5,3,7,11,6,12,0
37,37,5,4,17,20,10,7,14
38,38,2,1,12,11,8,3,13
39,39,0,15,1,9,20,5,13
40,40,7,5,11,6,15,17,9
41,41,1,14,9,17,18,19,3
42,42,14,18,1,16,12,4,0
43,43,20,11,13,3,6,0,10
44,44,2,14,6,7,12,13,19
45,45,2,17,14,0,6,12,15
46,46,2,15,20,8,5,18,17
47,47,10,0,4,16,19,11,1
48,48,16,14,15,2,3,19,4
