,round,tube0,tube1,tube2
0,0,9,6,8
1,1,2,9,1
2,2,9,8,0
3,3,9,2,8
4,4,6,0,2
5,5,8,2,0
6,6,4,3,0
7,7,5,8,9
8,8,7,0,5
9,9,7,3,2
10,10,1,8,3
11,11,9,1,4
12,12,0,8,9
13,13,3,0,6
14,14,8,3,1
15,15,4,7,9
16,16,6,0,3
17,17,1,4,3
18,18,6,8,2
19,19,4,2,0
20,20,6,7,0
21,21,4,7,3
22,22,4,3,1
23,23,3,0,9
