,round,tube0,tube1,tube2
0,0,5,8,0
1,1,4,2,0
2,2,6,2,1
3,3,2,9,1
4,4,7,0,6
5,5,3,5,0
6,6,6,2,1
7,7,6,2,5
8,8,7,2,8
9,9,0,6,8
10,10,9,6,3
11,11,9,7,8
12,12,3,7,9
13,13,9,1,7
14,14,0,7,9
15,15,6,4,1
16,16,7,9,1
17,17,6,8,9
18,18,2,8,9
19,19,9,1,2
20,20,6,0,8
21,21,1,2,3
22,22,3,9,4
23,23,2,3,0
