,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,11.0,11.0,194.0,0.3842252804875321,9820.0,17.63634760332036
1,0.0,1.0,11.0,11.0,188.0,-0.0,10822.0,17.090893553733135
2,0.0,2.0,11.0,11.0,179.0,-0.0,9174.0,16.272712479352293
