,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,14,9,13,4,12,15
1,1,1,2,0,6,7,8,3
2,2,3,2,7,4,0,6,5
3,3,19,1,18,0,9,3,6
4,4,0,4,3,13,5,20,1
5,5,20,12,6,8,13,15,19
6,6,9,3,13,11,6,4,2
7,7,2,7,8,4,10,13,12
8,8,18,10,1,6,3,17,9
9,9,10,11,13,18,1,6,8
10,10,6,17,13,4,1,11,9
11,11,5,6,15,11,20,16,9
12,12,4,19,7,14,2,5,15
13,13,2,17,0,8,7,14,5
14,14,1,7,4,5,3,15,0
15,15,20,18,4,19,6,2,9
16,16,10,1,17,19,4,3,5
17,17,1,12,16,8,3,14,11
18,18,3,4,1,0,15,16,14
19,19,15,17,4,16,14,7,9
20,20,14,5,6,4,3,16,10
21,21,13,4,2,5,10,16,3
22,22,9,4,0,2,3,7,6
23,23,18,4,16,12,19,6,13
24,24,14,7,18,12,15,17,9
25,25,1,2,0,18,17,9,5
26,26,0,6,2,3,7,1,10
27,27,13,9,14,17,10,16,12
28,28,14,4,16,6,7,11,0
29,29,2,0,13,18,9,5,4
30,30,4,8,0,2,17,9,1
31,31,10,7,2,9,11,0,18
32,32,12,1,10,14,5,3,2
33,33,7,0,20,5,13,6,14
34,34,11,15,8,9,18,20,2
35,35,0,19,8,12,18,1,9
36,36,0,18,7,10,12,3,13
37,37,7,5,4,6,3,0,1
38,38,6,2,13,18,20,1,9
39,39,10,8,13,1,17,5,15
40,40,6,11,10,1,16,13,0
41,41,1,18,7,20,14,9,10
42,42,7,12,14,11,2,3,16
43,43,8,0,19,17,3,6,16
44,44,0,16,18,15,12,5,3
45,45,3,1,9,4,14,2,6
46,46,3,13,6,4,20,7,14
47,47,1,8,9,4,10,0,5
48,48,8,12,1,10,13,4,3
