,round,tube0,tube1,tube2
0,0,7,0,5
1,1,0,5,7
2,2,4,1,7
3,3,4,0,8
4,4,4,3,5
5,5,2,7,6
6,6,7,8,2
7,7,8,3,6
8,8,2,7,5
9,9,4,8,6
10,10,7,5,1
11,11,6,7,3
12,12,9,1,0
13,13,8,7,2
14,14,7,8,3
15,15,1,6,0
16,16,4,7,5
17,17,5,2,0
18,18,5,6,9
19,19,7,3,1
20,20,1,3,4
21,21,5,2,3
22,22,5,7,3
23,23,8,0,7
