,round,tube0,tube1,tube2
0,0,6,1,9
1,1,8,3,9
2,2,0,8,7
3,3,7,3,9
4,4,7,9,8
5,5,8,3,7
6,6,5,0,8
7,7,0,8,4
8,8,1,0,5
9,9,8,7,1
10,10,1,6,2
11,11,5,7,2
12,12,3,1,8
13,13,1,7,6
14,14,2,5,4
15,15,7,2,4
16,16,5,8,2
17,17,1,9,7
18,18,7,2,0
19,19,3,1,8
20,20,1,8,2
21,21,0,7,5
22,22,1,6,5
23,23,4,8,7
