,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,10,11,18,13,3,12,8
1,1,1,2,15,17,0,3,16
2,2,2,8,14,3,11,0,19
3,3,4,8,10,0,1,6,2
4,4,0,1,9,8,3,19,12
5,5,12,3,0,19,2,5,10
6,6,7,18,9,19,3,12,1
7,7,1,14,2,0,4,11,9
8,8,0,6,2,5,4,11,20
9,9,10,15,4,16,2,13,14
10,10,0,15,6,12,16,19,2
11,11,0,18,4,13,12,20,14
12,12,1,6,15,4,10,13,14
13,13,7,18,11,1,6,4,3
14,14,20,11,1,10,9,12,15
15,15,19,11,12,18,0,10,3
16,16,1,3,15,6,12,9,4
17,17,6,7,19,4,17,9,11
18,18,1,9,3,6,13,17,0
19,19,6,16,14,4,11,9,7
20,20,18,12,5,13,3,8,11
21,21,4,2,13,8,0,3,7
22,22,9,12,4,0,2,5,16
23,23,15,16,4,20,12,11,13
24,24,0,12,2,18,5,19,6
25,25,19,20,8,10,12,18,9
26,26,6,10,1,19,5,18,8
27,27,3,5,18,4,8,16,11
28,28,8,5,3,0,1,2,7
29,29,14,0,4,5,12,10,17
30,30,14,3,6,2,4,11,0
31,31,13,8,1,12,3,5,20
32,32,1,13,5,16,14,9,0
33,33,16,2,14,1,5,11,10
34,34,4,14,17,6,8,2,12
35,35,11,8,2,18,9,17,19
36,36,18,19,17,2,15,3,5
37,37,0,6,11,17,20,15,7
38,38,16,14,19,8,2,1,7
39,39,14,16,19,0,5,6,17
40,40,4,7,14,11,15,2,17
41,41,2,1,19,7,16,15,13
42,42,0,1,14,4,11,5,19
43,43,6,1,18,15,0,4,20
44,44,2,18,9,10,7,1,4
45,45,14,15,11,6,0,10,8
46,46,1,11,17,16,6,8,14
47,47,8,15,9,14,10,2,13
48,48,17,14,6,2,8,7,1
