,round,tube,sp,st,final_pop
0,0,0,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",269
1,0,0,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.0906195486461882, 0.0, 0.0)",1
2,0,0,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.0069663792415367125, 0.0, 0.028146417112716555, 0.05874522297052942)",1
3,0,0,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.027432314336530986, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",4
4,0,0,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.006436495805990119, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",4
5,0,0,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.007572143299336343, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",2
6,0,0,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",266
7,0,1,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",290
8,0,1,0,"(0.05989666076769035, 0.0, 0.0, 0.0, 0.0, 0.014119081494806588, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",7
9,0,1,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.01618335531220527, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",1
10,0,1,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.12067567898289723, 0.0691048466035698, 0.0, 0.0)",1
11,0,1,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.13769449890124932, 0.0, 0.0)",1
12,0,1,0,"(0.06063596574509252, 0.0, 0.0, 0.0, 0.0, 0.023109001544134266, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",5
13,0,1,6,"(0.02274989128951915, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",1
14,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.027022242354333835, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",1
15,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.031695311612862154, 0.05874522297052942)",1
16,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.0414697848163977, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",6
17,0,1,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",332
18,0,2,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.11728771834762661, 0.041030243539170196, 0.0, 0.0)",3
19,0,2,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",274
20,0,2,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.06876668366404493, 0.0, 0.0)",20
21,0,2,6,"(0.03426039533065134, 0.020358349039958597, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",1
22,0,2,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.014431865360505919, 0.0, 0.022164855014682443, 0.05874522297052942)",3
23,0,2,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",306
24,0,2,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.03700061951517098, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",1
25,0,2,10,"(0.07699695298578674, 0.06927916245295945, 0.09682940930282144, 0.0017773360538905325, 0.0, 0.06291875767155253, 0.0, 0.10994488928074131, 0.0, 0.0)",2
26,0,2,10,"(0.07734904686468291, 0.06927916245295945, 0.09682940930282144, 0.0017773360538905325, 0.0, 0.06291875767155253, 0.0, 0.10994488928074131, 0.0, 0.0)",30
27,0,2,14,"(0.0, 0.017248724174617657, 0.0, 0.0, 0.0, 0.0, 0.1096916615896246, 0.07609886892949795, 0.03621416498310447, 0.0)",84
28,0,2,14,"(0.0, 0.017248724174617657, 0.0, 0.0, 0.0, 0.0, 0.1096916615896246, 0.07609886892949795, 0.03445091197417769, 0.0)",1
29,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.07777993294743656, 0.0, 0.0)",9
30,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.06647756327048508, 0.0, 0.0)",1
31,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.019374559464321674, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",2
32,0,3,0,"(0.0575379347297395, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.05863334368250568, 0.0, 0.0)",2
33,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.07655141393497789, 0.0691048466035698, 0.0, 0.0)",1
34,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.037898182507430586, 0.0, 0.0)",1
35,0,3,0,"(0.06000264870340967, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.14783530651282825, 0.0807474737899731, 0.0, 0.0)",1
36,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.12914137044577467, 0.0, 0.0)",2
37,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.017098731129875016, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",260
38,0,3,0,"(0.07400250769571483, 0.0, 0.0, 0.0, 0.0, 0.01688593136135745, 0.08380840797570269, 0.0691048466035698, 0.0, 0.0)",6
39,0,3,4,"(0.18133528319020414, 0.03459178595702372, 0.27515118758613866, 0.2245834099047765, 0.008517090718657762, 0.0, 0.0, 0.0, 0.0, 0.17724391245611096)",5
40,0,3,4,"(0.18133528319020414, 0.03459178595702372, 0.27515118758613866, 0.2245834099047765, 0.008517090718657762, 0.0, 0.0, 0.0, 0.0, 0.25926261306830456)",1
41,0,3,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.04216058624014725, 0.05874522297052942)",7
42,0,3,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.003724157725545824, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",1
43,0,3,6,"(0.03426039533065134, 0.011572197494497125, 0.0, 0.030181603934096246, 0.005422768956954101, 0.0, 0.019795240631728064, 0.0, 0.028146417112716555, 0.05874522297052942)",293
