,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,20,9,18,5,8,13,11
1,1,16,17,18,2,11,9,19
2,2,0,12,9,13,20,16,5
3,3,7,17,19,20,15,0,4
4,4,15,1,20,13,4,9,10
5,5,13,17,6,20,1,3,15
6,6,2,17,9,13,19,4,20
7,7,15,17,3,11,9,8,7
8,8,13,0,8,12,2,16,17
9,9,7,10,0,15,12,17,5
10,10,16,13,3,6,9,4,12
11,11,6,11,8,13,1,15,3
12,12,8,10,19,9,14,17,2
13,13,16,5,11,15,13,20,3
14,14,19,17,3,1,14,16,9
15,15,7,9,8,2,5,13,11
16,16,18,20,3,19,1,5,2
17,17,1,7,0,19,9,12,15
18,18,14,19,5,13,18,11,10
19,19,17,1,19,16,11,7,4
20,20,13,0,6,2,12,10,17
21,21,13,0,16,19,6,15,12
22,22,10,0,15,2,5,1,4
23,23,10,8,16,2,15,14,12
24,24,1,9,15,4,16,8,20
25,25,18,16,20,9,15,7,5
26,26,16,5,11,0,13,9,3
27,27,6,8,4,17,0,7,11
28,28,10,17,16,6,4,7,9
29,29,13,9,3,16,18,10,15
30,30,8,14,9,16,4,19,13
31,31,4,8,18,6,9,15,1
32,32,17,6,15,7,9,19,20
33,33,18,11,5,14,16,3,19
34,34,16,10,8,5,6,19,17
35,35,0,17,8,2,12,7,13
36,36,8,13,18,1,20,6,19
37,37,6,13,8,0,5,19,18
38,38,18,20,0,3,11,15,10
39,39,4,11,8,20,2,3,17
40,40,5,18,13,12,15,0,7
41,41,8,1,9,12,0,3,6
42,42,19,0,6,9,4,17,15
43,43,4,12,0,14,9,18,1
44,44,8,4,0,13,20,1,6
45,45,0,9,15,12,4,16,5
46,46,17,15,20,14,6,0,12
47,47,1,12,11,4,14,5,9
48,48,7,0,4,9,3,16,1
