,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,7,0,10,18,4,3
1,1,13,3,2,19,9,15,16
2,2,7,10,11,5,6,17,20
3,3,10,16,8,14,5,7,3
4,4,15,9,18,7,20,4,13
5,5,7,16,11,5,4,2,17
6,6,3,15,17,10,19,14,0
7,7,9,7,3,15,1,10,0
8,8,2,6,9,3,5,12,0
9,9,16,17,14,1,11,19,8
10,10,4,18,17,16,14,1,13
11,11,18,5,14,3,0,7,17
12,12,1,9,18,2,8,15,11
13,13,13,3,17,14,5,9,8
14,14,13,3,17,6,9,10,16
15,15,20,7,16,2,9,1,10
16,16,19,7,16,15,3,0,10
17,17,8,15,0,2,20,5,18
18,18,12,18,11,6,5,4,3
19,19,0,17,14,20,16,2,8
20,20,3,8,10,17,13,18,2
21,21,7,15,10,5,6,20,0
22,22,7,9,16,1,5,19,3
23,23,1,7,13,11,12,9,6
24,24,13,8,10,7,11,9,18
25,25,17,4,16,14,8,3,7
26,26,2,1,16,0,18,12,15
27,27,6,9,13,20,18,10,8
28,28,2,8,15,20,5,7,1
29,29,13,5,12,9,2,15,4
30,30,3,16,12,7,13,5,2
31,31,13,0,18,8,12,7,15
32,32,14,8,11,5,17,4,9
33,33,14,17,3,10,16,15,4
34,34,11,12,8,10,19,7,18
35,35,2,17,7,9,4,12,6
36,36,19,16,4,10,0,2,7
37,37,9,7,18,20,6,13,5
38,38,0,11,8,12,5,20,10
39,39,14,1,0,6,16,15,17
40,40,8,19,17,18,14,12,16
41,41,0,11,4,20,17,3,6
42,42,4,13,7,19,5,12,14
43,43,15,11,17,6,19,16,4
44,44,4,12,14,2,10,17,19
45,45,3,1,20,8,0,4,16
46,46,5,11,16,1,8,10,12
47,47,12,6,14,20,13,9,2
48,48,16,8,2,5,13,17,7
