,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,14,9,13,4,12,15
1,1,9,14,7,6,19,10,11
2,2,9,12,5,19,6,8,7
3,3,17,14,18,6,12,2,16
4,4,0,14,12,3,8,17,19
5,5,1,18,20,3,8,14,11
6,6,8,4,17,3,2,19,16
7,7,8,2,0,18,17,5,10
8,8,17,2,15,16,4,10,0
9,9,3,9,5,18,12,1,16
10,10,15,17,6,12,20,11,2
11,11,5,9,7,6,11,1,10
12,12,6,8,12,16,10,18,0
13,13,14,1,3,12,11,15,10
14,14,12,0,2,1,16,11,6
15,15,2,19,6,12,17,20,13
16,16,18,14,17,0,16,13,10
17,17,2,16,6,14,13,11,7
18,18,4,13,14,6,7,19,12
19,19,15,4,10,2,5,0,20
20,20,20,5,0,4,18,2,19
21,21,14,9,2,16,6,7,13
22,22,16,8,18,20,6,17,9
23,23,15,2,20,12,7,6,18
24,24,16,12,10,18,7,6,19
25,25,6,14,9,15,8,19,17
26,26,7,10,12,2,16,13,17
27,27,19,4,5,18,7,0,13
28,28,15,19,2,6,10,12,9
29,29,0,12,2,19,15,18,7
30,30,1,14,11,10,7,4,2
31,31,13,19,14,7,4,11,6
32,32,18,3,17,4,15,2,11
33,33,13,2,20,19,9,12,7
34,34,5,20,4,18,14,9,12
35,35,8,18,11,5,6,9,1
36,36,4,14,8,16,3,9,1
37,37,17,16,1,0,3,13,6
38,38,19,13,11,4,20,12,14
39,39,7,1,0,8,20,2,12
40,40,14,3,8,18,1,9,6
41,41,5,18,8,19,15,13,10
42,42,20,7,4,1,13,11,15
43,43,14,13,5,8,19,9,7
44,44,15,10,20,13,18,11,0
45,45,3,5,11,13,16,20,12
46,46,2,8,15,14,11,9,4
47,47,4,1,16,5,8,14,18
48,48,14,5,0,6,4,3,9
