,round,tube0,tube1,tube2
0,0,0,9,1
1,1,8,7,2
2,2,5,7,9
3,3,9,2,7
4,4,4,8,1
5,5,8,4,7
6,6,0,4,7
7,7,8,4,9
8,8,9,7,8
9,9,3,6,4
10,10,8,5,9
11,11,7,5,9
12,12,9,0,2
13,13,9,4,7
14,14,8,1,5
15,15,2,0,3
16,16,0,9,3
17,17,1,3,5
18,18,5,2,3
19,19,1,0,4
20,20,3,6,1
21,21,4,7,5
22,22,3,2,7
23,23,8,0,9
