,round,tube,sp,st,final_pop
0,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.07074724904759758, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17561088704380293)",2
1,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.07074724904759758, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",120
2,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.09063043820873527, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",285
3,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.09063043820873527, 0.0, 0.0, 0.05924345412590238, 0.0, 0.13612183801000416)",35
4,0,0,7,"(0.0, 0.0, 0.0, 0.0, 0.03216761104315592, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",37
5,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.07074724904759758, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17561088704380293)",6
6,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.09063043820873527, 0.0, 0.0, 0.05924345412590238, 0.0, 0.13612183801000416)",3
7,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.09063043820873527, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",256
8,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.03216761104315592, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",52
9,0,1,7,"(0.0, 0.0, 0.0, 0.0, 0.07074724904759758, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",169
10,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.09063043820873527, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",385
11,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.07074724904759758, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17134537566239236)",88
12,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.07074724904759758, 0.0, 0.0, 0.05924345412590238, 0.0, 0.17561088704380293)",26
13,0,2,7,"(0.0, 0.0, 0.0, 0.0, 0.09063043820873527, 0.0, 0.0, 0.05924345412590238, 0.0, 0.13612183801000416)",8
