,round,tube0,tube1,tube2
0,0,6,2,9
1,1,9,3,6
2,2,5,2,6
3,3,3,2,6
4,4,5,1,6
5,5,0,2,1
6,6,1,7,3
7,7,0,7,5
8,8,2,9,5
9,9,6,5,8
10,10,8,7,5
11,11,9,4,2
12,12,4,3,9
13,13,0,1,2
14,14,8,2,9
15,15,3,5,8
16,16,4,3,5
17,17,5,6,9
18,18,9,1,0
19,19,6,8,4
20,20,5,1,3
21,21,7,2,8
22,22,3,7,2
23,23,1,3,0
