,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,12.0,6.0,155.0,1.0894328596393579,28564.0,25.83329027784954
1,0.0,1.0,12.0,6.0,169.0,1.1143361098335913,30673.0,28.166619722300464
2,0.0,2.0,12.0,6.0,177.0,1.0306964864581962,32437.0,29.49995083341528
