,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,15,16,11,12,9,2
1,1,20,8,2,16,7,5,12
2,2,11,8,15,0,9,7,5
3,3,10,13,5,8,19,14,7
4,4,0,14,5,19,17,15,11
5,5,6,16,3,20,2,18,14
6,6,14,18,17,20,16,13,8
7,7,5,18,16,0,10,12,1
8,8,1,0,6,11,15,4,2
9,9,2,19,11,17,4,13,0
10,10,19,18,15,11,13,0,16
11,11,12,3,16,10,6,9,11
12,12,16,7,15,10,18,11,14
13,13,7,10,9,8,15,5,6
14,14,5,19,0,3,8,7,2
15,15,11,14,2,10,20,19,16
16,16,17,5,15,6,0,8,1
17,17,20,7,0,16,2,15,11
18,18,13,9,4,8,0,19,17
19,19,20,9,16,10,13,15,7
20,20,14,6,4,11,9,2,10
21,21,17,6,3,11,19,13,20
22,22,3,0,15,5,12,17,6
23,23,16,9,1,17,2,13,15
24,24,9,15,13,19,11,16,10
25,25,4,5,13,16,6,7,19
26,26,1,0,13,15,3,4,9
27,27,2,18,19,0,3,12,13
28,28,7,19,10,4,16,6,14
29,29,19,3,17,5,12,18,15
30,30,2,6,7,16,9,4,18
31,31,0,20,15,18,1,8,10
32,32,5,20,11,8,2,18,12
33,33,9,6,15,5,4,10,11
34,34,1,4,20,8,2,11,13
35,35,7,9,19,2,18,15,8
36,36,3,2,19,4,0,5,16
37,37,4,12,9,18,15,11,8
38,38,13,5,9,15,0,18,4
39,39,6,12,19,0,4,7,13
40,40,18,10,0,6,13,2,14
41,41,17,12,15,19,9,13,7
42,42,11,14,12,15,13,4,8
43,43,1,2,7,3,12,19,14
44,44,8,18,16,19,1,15,20
45,45,6,18,2,8,20,5,16
46,46,14,16,20,10,13,6,9
47,47,20,17,7,9,3,5,13
48,48,15,7,11,2,4,9,1
