,round,tube0,tube1,tube2
0,0,3,8,2
1,1,2,9,6
2,2,8,9,3
3,3,6,2,4
4,4,0,2,1
5,5,9,3,2
6,6,4,8,6
7,7,8,4,2
8,8,6,5,3
9,9,2,4,0
10,10,1,9,6
11,11,1,2,0
12,12,8,6,7
13,13,5,0,1
14,14,3,4,8
15,15,8,3,5
16,16,2,7,8
17,17,0,1,3
18,18,6,7,5
19,19,5,6,4
20,20,1,0,4
21,21,0,8,9
22,22,1,2,3
23,23,5,7,0
