,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,1,13,11,3,14,16
1,1,19,6,14,0,3,18,20
2,2,14,15,1,3,12,20,13
3,3,19,1,0,10,12,5,2
4,4,6,16,9,20,2,7,15
5,5,14,15,16,8,20,4,2
6,6,20,14,7,3,12,17,9
7,7,9,14,1,2,13,4,7
8,8,9,14,17,12,6,4,8
9,9,5,3,1,12,11,16,19
10,10,17,1,15,13,5,3,0
11,11,14,18,5,13,12,3,20
12,12,3,4,8,14,16,13,19
13,13,6,1,17,20,4,16,15
14,14,7,6,1,2,16,11,20
15,15,19,7,8,5,20,4,16
16,16,6,13,17,0,16,5,3
17,17,13,9,10,11,20,8,3
18,18,17,2,8,7,15,1,14
19,19,3,20,8,4,0,5,18
20,20,5,17,18,11,7,1,12
21,21,20,14,7,3,8,11,12
22,22,11,6,15,5,2,9,19
23,23,0,8,20,7,11,6,1
24,24,5,0,17,15,13,9,7
25,25,18,14,6,15,10,5,13
26,26,4,11,17,7,9,18,10
27,27,12,6,1,9,7,2,14
28,28,16,7,15,14,17,10,13
29,29,9,20,16,3,1,14,8
30,30,7,6,4,10,8,9,2
31,31,19,2,10,8,0,6,4
32,32,9,0,5,7,18,11,20
33,33,6,12,11,9,4,13,0
34,34,4,17,19,20,0,7,6
35,35,0,12,3,5,14,16,7
36,36,13,4,0,2,5,11,10
37,37,1,20,13,12,19,14,11
38,38,10,6,16,11,19,7,14
39,39,16,20,4,0,17,19,3
40,40,18,8,4,10,9,7,11
41,41,8,2,5,15,4,19,1
42,42,10,7,4,5,13,16,6
43,43,10,7,18,6,17,0,2
44,44,10,5,2,9,17,1,19
45,45,18,4,14,9,0,10,6
46,46,9,18,1,8,15,10,13
47,47,20,15,4,18,0,5,17
48,48,1,13,11,9,0,10,5
