,round,tube0,tube1,tube2
0,0,7,4,8
1,1,0,6,4
2,2,7,9,3
3,3,3,0,7
4,4,2,8,6
5,5,7,5,0
6,6,0,8,1
7,7,0,8,1
8,8,0,8,6
9,9,3,1,9
10,10,7,9,3
11,11,1,4,2
12,12,9,2,8
13,13,2,5,4
14,14,0,2,7
15,15,1,5,9
16,16,1,2,9
17,17,2,5,1
18,18,0,8,4
19,19,6,4,0
20,20,3,0,5
21,21,1,9,6
22,22,6,3,4
23,23,9,1,4
