,round,tube,nut,amount
0,0.0,0.0,0.0,1259.288025046194
1,0.0,0.0,1.0,1597.0160645527426
2,0.0,0.0,2.0,0.40732230455296836
3,0.0,0.0,3.0,0.39689222535080404
4,0.0,1.0,0.0,1259.3255296999785
5,0.0,1.0,1.0,1597.0364689386383
6,0.0,1.0,2.0,0.5085681782750413
7,0.0,1.0,3.0,0.17216956730060673
8,0.0,2.0,0.0,1259.3574358308579
9,0.0,2.0,1.0,1597.0538274512871
10,0.0,2.0,2.0,0.5947005317963239
11,0.0,2.0,3.0,0.3854176571123863
