,round,tube0,tube1,tube2
0,0,0,2,9
1,1,3,5,2
2,2,9,4,7
3,3,6,7,4
4,4,3,7,9
5,5,2,5,3
6,6,3,0,6
7,7,2,6,7
8,8,2,9,5
9,9,4,5,3
10,10,2,9,1
11,11,2,1,5
12,12,8,2,6
13,13,3,8,0
14,14,4,2,7
15,15,6,3,9
16,16,7,0,1
17,17,8,3,1
18,18,1,3,2
19,19,0,5,3
20,20,1,3,0
21,21,6,9,7
22,22,0,8,2
23,23,3,1,8
