,round,tube,sp,st,final_pop
0,0,0,5,"(0.019349111660996066, 0.03908441615997125, 0.11586884486708367, 0.06350311310887341, 0.0, 0.12471305397179729, 0.0, 0.02071857728102252, 0.0, 0.05888848325104769)",2
1,0,0,5,"(0.019349111660996066, 0.058791639484715406, 0.11586884486708367, 0.06350311310887341, 0.0, 0.12471305397179729, 0.0, 0.02071857728102252, 0.0, 0.02676297371115915)",1
2,0,0,5,"(0.019349111660996066, 0.03908441615997125, 0.11586884486708367, 0.06350311310887341, 0.0, 0.12471305397179729, 0.0, 0.02071857728102252, 0.0, 0.042068358139173895)",352
3,0,0,5,"(0.019349111660996066, 0.059966874708512814, 0.11586884486708367, 0.06350311310887341, 0.0, 0.1188052893102183, 0.0, 0.02071857728102252, 0.0, 0.042068358139173895)",2
4,0,0,5,"(0.019349111660996066, 0.03908441615997125, 0.11586884486708367, 0.06350311310887341, 0.0, 0.12471305397179729, 0.0, 0.02071857728102252, 0.0, 0.028093853222645734)",1
5,0,0,5,"(0.008450237166907825, 0.03908441615997125, 0.11586884486708367, 0.06350311310887341, 0.0, 0.12471305397179729, 0.0, 0.02071857728102252, 0.0, 0.042068358139173895)",1
6,0,0,5,"(0.012196126752880194, 0.03908441615997125, 0.11586884486708367, 0.06350311310887341, 0.0, 0.12471305397179729, 0.0, 0.02071857728102252, 0.0, 0.042068358139173895)",2
7,0,0,5,"(0.019349111660996066, 0.037378503721742284, 0.11586884486708367, 0.07405961201164657, 0.0, 0.13360843642930248, 0.0, 0.02071857728102252, 0.0, 0.042068358139173895)",2
8,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.1925188114887685, 0.0576626659711753, 0.11395506571919103, 0.0, 0.02195829510738229)",1
9,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.15216841930294606, 0.0, 0.02195829510738229)",3
10,0,0,9,"(0.052550939459601514, 0.0, 0.04225710535970975, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.11395506571919103, 0.0, 0.02195829510738229)",61
11,0,0,9,"(0.052550939459601514, 0.0, 0.04652705014206432, 0.0, 0.12647368364204675, 0.13743956853625588, 0.0576626659711753, 0.08243318997038178, 0.0, 0.02195829510738229)",1
12,0,1,5,"(0.019349111660996066, 0.03908441615997125, 0.11586884486708367, 0.06350311310887341, 0.0, 0.05830520771354612, 0.0, 0.02071857728102252, 0.0, 0.042068358139173895)",2
