,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,0,4,20,1,8,11
1,1,8,6,13,10,12,15,7
2,2,0,15,18,9,8,20,14
3,3,4,19,15,20,5,6,3
4,4,5,6,10,14,13,15,1
5,5,0,14,16,10,20,5,15
6,6,6,7,11,3,15,20,16
7,7,5,8,10,14,15,12,0
8,8,3,20,0,1,6,17,10
9,9,15,0,18,7,4,11,10
10,10,10,11,15,4,2,3,6
11,11,6,5,9,14,4,13,3
12,12,1,19,0,11,7,12,10
13,13,20,17,6,4,15,3,7
14,14,5,14,17,16,12,9,20
15,15,5,10,14,2,15,13,18
16,16,14,20,17,18,0,7,2
17,17,11,12,20,7,16,5,3
18,18,9,1,4,7,20,6,10
19,19,10,5,7,8,1,13,4
20,20,17,1,18,14,4,10,2
21,21,19,3,7,11,4,10,17
22,22,13,8,7,10,9,6,19
23,23,11,8,16,12,13,17,18
24,24,5,6,17,9,16,4,10
25,25,13,0,16,10,5,2,11
26,26,20,2,7,1,9,19,6
27,27,4,18,14,6,16,1,19
28,28,6,3,0,8,13,9,5
29,29,4,15,19,0,3,18,2
30,30,8,16,13,14,2,20,4
31,31,20,8,16,11,0,2,5
32,32,9,12,6,14,17,18,10
33,33,20,13,1,19,3,4,0
34,34,2,4,13,5,16,11,14
35,35,0,9,20,17,14,4,7
36,36,11,17,2,16,10,18,13
37,37,17,2,14,19,12,4,15
38,38,8,3,13,6,11,15,1
39,39,18,10,15,13,4,5,14
40,40,6,11,15,9,2,10,17
41,41,6,5,3,4,11,7,15
42,42,2,1,10,12,5,0,9
43,43,1,13,17,14,9,5,15
44,44,17,7,15,19,16,12,11
45,45,19,12,13,11,6,5,20
46,46,4,10,5,20,19,14,2
47,47,5,3,16,17,1,19,2
48,48,17,11,6,0,16,19,18
