,round,tube0,tube1,tube2
0,0,6,8,3
1,1,7,8,1
2,2,7,9,0
3,3,4,7,1
4,4,8,3,4
5,5,8,0,3
6,6,5,1,3
7,7,3,6,8
8,8,5,7,8
9,9,6,3,2
10,10,0,3,9
11,11,5,4,7
12,12,3,9,4
13,13,9,6,3
14,14,3,1,6
15,15,7,6,8
16,16,2,9,1
17,17,5,8,6
18,18,6,3,1
19,19,1,3,4
20,20,2,6,9
21,21,8,1,2
22,22,2,5,0
23,23,8,9,2
