,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,10,11,14,12,18,4,15
1,1,1,0,2,6,7,17,16
2,2,0,3,6,5,7,2,4
3,3,15,18,20,11,12,19,8
4,4,4,5,6,16,8,15,19
5,5,1,7,14,4,5,16,2
6,6,0,10,5,19,6,14,20
7,7,1,10,7,16,13,20,2
8,8,10,11,19,2,4,18,1
9,9,4,1,0,20,16,18,6
10,10,7,6,2,1,4,3,16
11,11,16,4,11,8,10,1,0
12,12,0,4,7,18,15,3,5
13,13,18,15,19,3,1,4,20
14,14,12,16,14,15,13,7,10
15,15,8,9,4,5,2,15,16
16,16,6,19,9,15,13,10,11
17,17,0,10,15,8,13,16,20
18,18,0,16,7,15,2,11,6
19,19,10,2,14,1,12,5,9
20,20,2,3,5,15,7,20,0
21,21,7,6,11,8,10,13,0
22,22,11,0,2,19,12,13,1
23,23,6,13,8,17,1,2,14
24,24,15,0,11,8,2,4,14
25,25,3,8,4,1,20,18,7
26,26,11,0,1,10,12,14,8
27,27,2,3,11,0,5,10,7
28,28,2,1,3,11,13,0,20
29,29,17,0,11,1,5,4,9
30,30,14,9,17,18,16,0,6
31,31,5,20,3,2,7,10,17
32,32,0,6,12,13,14,18,10
33,33,9,1,0,14,2,6,3
34,34,10,5,17,1,13,14,11
35,35,1,12,19,9,5,13,4
36,36,0,16,11,8,4,12,2
37,37,5,12,6,19,18,1,14
38,38,2,18,14,16,17,3,13
39,39,11,12,15,1,20,5,4
40,40,4,11,19,14,1,2,12
41,41,10,9,2,5,12,11,15
42,42,17,20,0,15,19,13,11
43,43,6,10,1,18,11,3,17
44,44,9,4,5,3,11,0,16
45,45,6,5,10,18,7,8,3
46,46,5,8,15,18,11,19,12
47,47,0,6,18,13,9,4,11
48,48,0,2,1,14,15,17,4
