,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,1,2,9,15,5,4
1,1,18,0,3,13,1,9,5
2,2,12,17,13,19,8,18,14
3,3,9,7,15,6,17,19,5
4,4,19,5,20,7,11,4,2
5,5,15,7,6,5,17,18,12
6,6,16,14,18,20,3,4,13
7,7,9,12,19,4,17,13,18
8,8,19,0,4,17,16,13,7
9,9,16,15,4,12,20,1,10
10,10,14,2,8,11,9,5,18
11,11,4,16,17,2,12,7,13
12,12,9,2,10,18,20,12,19
13,13,6,2,15,11,12,14,0
14,14,10,15,7,12,14,3,16
15,15,7,20,13,19,17,14,0
16,16,8,7,4,12,17,2,14
17,17,6,14,3,7,19,13,20
18,18,15,2,10,9,5,3,4
19,19,18,10,13,11,0,1,3
20,20,16,7,19,2,14,20,1
21,21,8,14,16,10,13,1,0
22,22,11,8,2,16,19,0,15
23,23,10,6,2,14,0,4,3
24,24,14,4,9,8,18,0,3
25,25,7,9,20,3,15,12,0
26,26,11,7,17,1,4,5,16
27,27,2,4,9,20,5,1,10
28,28,17,10,15,9,6,18,13
29,29,19,17,18,5,8,6,3
30,30,1,5,18,7,19,16,15
31,31,4,13,19,3,15,16,12
32,32,3,8,7,15,13,12,18
33,33,15,2,12,8,5,4,18
34,34,10,18,14,11,19,4,0
35,35,4,6,14,11,10,19,20
36,36,16,19,7,9,10,12,3
37,37,1,3,2,5,20,17,15
38,38,3,0,1,8,12,18,11
39,39,8,19,7,5,10,1,4
40,40,7,13,19,11,3,14,18
41,41,19,0,7,12,18,2,14
42,42,12,6,14,4,16,17,5
43,43,14,4,19,17,6,15,9
44,44,7,9,18,16,3,10,15
45,45,2,18,4,0,15,16,8
46,46,3,8,9,19,2,11,15
47,47,10,0,9,13,5,4,19
48,48,10,16,8,17,2,3,15
