,round,tube0,tube1,tube2
0,0,1,5,4
1,1,0,8,1
2,2,4,6,1
3,3,8,6,2
4,4,8,5,9
5,5,6,7,1
6,6,4,3,2
7,7,4,7,6
8,8,1,6,2
9,9,2,0,6
10,10,8,5,6
11,11,5,1,3
12,12,9,3,2
13,13,6,1,7
14,14,2,4,1
15,15,2,5,6
16,16,9,3,7
17,17,9,4,6
18,18,5,6,2
19,19,0,5,6
20,20,8,9,1
21,21,0,9,3
22,22,1,9,3
23,23,8,6,5
