,round,tube0,tube1,tube2
0,0,3,5,1
1,1,2,1,5
2,2,0,8,7
3,3,3,0,5
4,4,6,4,1
5,5,8,2,9
6,6,4,5,7
7,7,9,2,3
8,8,2,8,3
9,9,7,0,6
10,10,8,7,4
11,11,4,5,2
12,12,6,7,3
13,13,5,7,1
14,14,2,4,9
15,15,9,5,6
16,16,2,7,0
17,17,6,9,1
18,18,8,3,0
19,19,5,3,8
20,20,9,7,4
21,21,1,8,9
22,22,9,2,5
23,23,0,8,6
