,round,tube,tox,amount
0,0,0,0,700
1,0,0,1,700
2,0.0,0.0,2.0,566.093939676328
3,0.0,0.0,3.0,672.9120139534441
4,0,0,4,700
5,0.0,0.0,5.0,643.23885766091
6,0.0,0.0,6.0,473.0476740947508
7,0.0,0.0,7.0,557.241571346484
8,0.0,0.0,8.0,606.1572904938371
9,0.0,0.0,9.0,589.2011952306442
10,0,1,0,700
11,0,1,1,700
12,0.0,1.0,2.0,566.0135497703707
13,0.0,1.0,3.0,672.8957518018613
14,0,1,4,700
15,0.0,1.0,5.0,643.2047813623186
16,0.0,1.0,6.0,472.9114242783338
17,0.0,1.0,7.0,557.1558669606909
18,0.0,1.0,8.0,606.1009524418198
19,0.0,1.0,9.0,589.1346776624771
20,0,2,0,700
21,0,2,1,700
22,0.0,2.0,2.0,566.7381919543485
23,0.0,2.0,3.0,673.0423403679116
24,0,2,4,700
25,0.0,2.0,5.0,643.5119483273563
26,0.0,2.0,6.0,474.13959295647476
27,0.0,2.0,7.0,557.9284143664672
28,0.0,2.0,8.0,606.6087889490145
29,0.0,2.0,9.0,589.7342732870223
