,round,tube0,tube1,tube2
0,0,6,1,0
1,1,3,4,1
2,2,5,6,4
3,3,4,9,6
4,4,6,1,7
5,5,3,5,2
6,6,6,2,1
7,7,2,7,0
8,8,4,3,1
9,9,9,3,0
10,10,5,4,7
11,11,9,8,1
12,12,9,5,4
13,13,6,2,0
14,14,3,9,7
15,15,2,6,4
16,16,5,7,9
17,17,4,2,9
18,18,4,3,2
19,19,1,2,8
20,20,9,5,8
21,21,2,6,9
22,22,4,5,3
23,23,3,2,4
