,round,tube,sp,pop_0,final_pop,st_div_H,auc,fc
0,0.0,0.0,13.0,12.0,381.0,1.1484070145967717,41795.0,31.749973541688718
1,0.0,1.0,13.0,12.0,398.0,1.0058207461597484,41094.0,33.16663902780081
2,0.0,2.0,13.0,12.0,427.0,1.0219585750163769,42622.0,35.583303680580265
