,round,tube0,tube1,tube2
0,0,3,6,4
1,1,9,2,3
2,2,4,8,0
3,3,7,3,0
4,4,9,8,1
5,5,3,7,6
6,6,9,0,1
7,7,9,2,6
8,8,0,9,2
9,9,0,1,6
10,10,3,7,1
11,11,7,9,1
12,12,4,9,2
13,13,1,5,7
14,14,3,4,1
15,15,3,2,6
16,16,4,1,3
17,17,8,5,2
18,18,3,5,1
19,19,8,9,7
20,20,7,0,6
21,21,4,5,8
22,22,5,8,7
23,23,7,6,5
