,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,13,15,16,19,6,18,20
1,1,1,20,3,0,12,13,14
2,2,0,16,3,10,9,14,20
3,3,3,20,7,11,12,17,2
4,4,5,1,6,12,16,13,20
5,5,4,19,5,9,11,14,16
6,6,0,6,13,18,12,2,5
7,7,0,16,9,10,13,19,6
8,8,1,11,9,12,20,17,4
9,9,3,16,0,19,18,12,2
10,10,0,17,20,3,11,15,6
11,11,7,8,5,14,17,18,2
12,12,0,18,16,8,9,6,11
13,13,14,2,15,3,20,0,1
14,14,7,0,17,19,3,15,14
15,15,10,14,9,1,6,17,4
16,16,17,2,6,11,0,9,14
17,17,18,16,2,19,9,13,7
18,18,9,6,2,10,14,5,16
19,19,18,3,16,11,14,17,13
20,20,6,15,12,5,17,19,8
21,21,3,7,10,11,17,18,12
22,22,0,12,14,16,5,20,1
23,23,8,18,6,0,7,3,1
24,24,20,17,8,12,3,14,16
25,25,9,7,2,6,3,10,11
26,26,5,1,6,20,8,19,17
27,27,6,5,8,7,20,12,18
28,28,15,2,20,14,7,17,10
29,29,13,7,3,19,9,6,17
30,30,10,0,13,14,3,6,5
31,31,14,7,20,15,3,8,18
32,32,2,6,7,4,3,13,5
33,33,13,14,4,3,12,1,10
34,34,19,0,3,15,5,6,20
35,35,8,19,10,6,13,1,17
36,36,15,8,20,13,19,16,4
37,37,10,19,17,4,12,11,3
38,38,8,3,13,16,17,18,10
39,39,7,8,9,19,16,4,13
40,40,5,3,20,2,4,13,8
41,41,9,6,10,13,7,11,8
42,42,19,18,7,20,8,6,1
43,43,9,10,16,8,14,1,7
44,44,14,17,10,11,8,15,12
45,45,13,3,9,17,19,2,18
46,46,3,13,20,1,17,15,16
47,47,19,14,17,4,13,2,7
48,48,19,18,14,2,6,5,10
