,round,tube0,tube1,tube2
0,0,8,2,7
1,1,3,0,9
2,2,5,8,4
3,3,8,1,9
4,4,2,5,6
5,5,0,8,4
6,6,8,0,7
7,7,7,5,8
8,8,7,6,2
9,9,7,0,2
10,10,2,4,6
11,11,2,5,7
12,12,2,5,0
13,13,1,6,3
14,14,1,6,5
15,15,3,5,7
16,16,0,4,9
17,17,2,7,9
18,18,0,7,9
19,19,5,4,3
20,20,6,8,0
21,21,5,2,7
22,22,7,9,6
23,23,6,7,0
