,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,16,8,20,10,4,12
1,1,0,3,16,15,6,17,18
2,2,14,11,7,8,3,2,18
3,3,7,3,15,12,11,16,20
4,4,14,4,7,8,15,10,13
5,5,13,0,4,17,15,12,1
6,6,3,2,8,5,16,7,13
7,7,12,20,2,1,13,17,9
8,8,15,14,3,18,19,0,5
9,9,3,9,16,6,4,0,14
10,10,15,20,9,7,11,14,5
11,11,3,20,5,16,2,12,7
12,12,7,11,17,8,19,9,15
13,13,15,5,12,4,11,13,19
14,14,9,19,16,14,18,17,13
15,15,15,1,13,20,17,2,0
16,16,2,13,3,1,11,0,9
17,17,16,3,19,8,18,20,10
18,18,1,11,7,2,16,20,15
19,19,12,6,2,19,1,7,18
20,20,4,10,13,20,18,1,5
21,21,15,3,6,7,2,5,10
22,22,18,16,9,19,8,10,11
23,23,13,15,12,2,4,19,6
24,24,16,12,8,17,19,20,18
25,25,9,12,16,7,5,10,20
26,26,6,0,13,20,14,16,12
27,27,13,17,7,16,11,19,4
28,28,8,19,17,2,3,16,14
29,29,4,8,12,15,16,11,6
30,30,6,19,0,15,5,18,3
31,31,13,9,17,5,18,4,10
32,32,3,6,15,20,10,4,17
33,33,4,19,14,9,6,5,3
34,34,5,10,2,14,17,3,8
35,35,7,4,0,11,16,1,2
36,36,14,10,2,16,20,8,12
37,37,20,4,0,18,8,3,16
38,38,5,10,7,6,14,9,15
39,39,6,9,2,20,15,14,11
40,40,6,13,16,18,20,7,11
41,41,14,9,10,15,19,4,1
42,42,3,9,16,15,13,5,4
43,43,7,12,6,1,19,17,4
44,44,14,2,18,10,13,12,4
45,45,1,2,7,14,4,0,13
46,46,4,10,20,6,14,5,11
47,47,4,1,20,10,5,11,14
48,48,7,20,8,3,11,13,16
