,round,tube,sp,st,final_pop
0,0,0,2,"(0.0, 0.0, 0.01620879633961885, 0.08907557369349299, 0.0, 0.02511892626773576, 0.0, 0.0, 0.0, 0.05830737916070813)",2
1,0,0,2,"(0.0, 0.0, 0.030360350867639944, 0.06791125985129491, 0.0, 0.02511892626773576, 0.0, 0.0, 0.0, 0.05830737916070813)",4
2,0,0,2,"(0.0, 0.0, 0.030360350867639944, 0.08907557369349299, 0.0, 0.02511892626773576, 0.0, 0.0, 0.0, 0.05830737916070813)",133
3,0,0,2,"(0.0, 0.0, 0.030360350867639944, 0.08907557369349299, 0.0, 0.02511892626773576, 0.0, 0.0, 0.0, 0.07513365636231878)",3
4,0,0,2,"(0.0, 0.0, 0.030360350867639944, 0.05187590105274316, 0.0, 0.041820379890226446, 0.0, 0.0, 0.0, 0.04695977603154529)",1
5,0,0,4,"(0.10724196544958095, 0.0883180702870557, 0.0, 0.0, 0.26258359679082327, 0.0, 0.006977264034027059, 0.1086012402169001, 0.024623093408164966, 0.0)",16
6,0,0,5,"(0.1792078360399821, 0.13151103531888653, 0.15112437981031296, 0.16344142439650497, 0.0, 0.0, 0.0, 0.016760201192996392, 0.0, 0.0)",1
7,0,0,5,"(0.24571846138844317, 0.13151103531888653, 0.15112437981031296, 0.16344142439650497, 0.0, 0.0, 0.0, 0.013288657254522645, 0.0, 0.0)",1
8,0,0,5,"(0.1792078360399821, 0.05593750861866842, 0.1296655514864762, 0.11745427089896812, 0.0, 0.0, 0.0, 0.013026841387469198, 0.0, 0.0)",5
9,0,0,5,"(0.1792078360399821, 0.13151103531888653, 0.15112437981031296, 0.16344142439650497, 0.0, 0.0, 0.0, 0.013026841387469198, 0.0, 0.0)",229
10,0,0,5,"(0.1792078360399821, 0.08082576148058337, 0.15112437981031296, 0.16344142439650497, 0.0, 0.0, 0.0, 0.013026841387469198, 0.0, 0.0)",1
11,0,0,5,"(0.1792078360399821, 0.13151103531888653, 0.15112437981031296, 0.28532477515768323, 0.0, 0.0, 0.0, 0.013026841387469198, 0.0, 0.0)",3
