,round,tube0,tube1,tube2
0,0,2,9,5
1,1,2,6,1
2,2,5,1,6
3,3,1,2,7
4,4,4,5,6
5,5,7,0,9
6,6,7,9,2
7,7,4,7,8
8,8,7,8,6
9,9,8,1,2
10,10,1,8,7
11,11,3,6,9
12,12,3,8,5
13,13,8,3,1
14,14,1,0,8
15,15,7,6,3
16,16,9,8,7
17,17,9,4,2
18,18,1,9,2
19,19,7,6,0
20,20,0,6,4
21,21,3,0,2
22,22,6,8,9
23,23,5,9,2
