,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,0,3,20,6,14,13,10
1,1,7,8,0,13,9,10,2
2,2,20,18,17,11,10,8,15
3,3,13,3,14,4,7,2,20
4,4,6,8,7,12,0,16,5
5,5,6,13,7,9,15,19,16
6,6,7,4,20,1,13,15,11
7,7,9,17,0,6,15,2,5
8,8,4,1,7,16,6,19,3
9,9,17,0,4,14,12,9,20
10,10,1,7,4,19,2,18,13
11,11,0,12,16,2,7,4,5
12,12,8,12,11,19,6,5,18
13,13,12,18,7,14,9,1,8
14,14,9,11,3,7,5,0,4
15,15,20,9,7,2,19,18,11
16,16,10,12,16,6,11,14,2
17,17,12,13,2,19,8,14,7
18,18,5,15,11,3,12,4,9
19,19,8,14,5,10,2,9,6
20,20,12,6,2,20,18,4,1
21,21,17,8,10,12,6,14,15
22,22,3,16,4,11,20,17,9
23,23,3,6,4,12,20,2,15
24,24,15,0,17,14,1,16,8
25,25,7,14,5,2,19,6,4
26,26,11,8,6,5,0,20,1
27,27,10,2,7,15,1,11,12
28,28,20,19,18,4,6,8,14
29,29,3,16,11,6,18,1,15
30,30,1,12,6,5,10,7,4
31,31,5,11,7,10,14,4,19
32,32,19,12,6,2,14,1,7
33,33,6,15,19,3,5,17,10
34,34,12,4,18,8,11,20,7
35,35,19,12,6,15,18,14,3
36,36,12,1,11,2,7,6,0
37,37,20,19,1,5,6,12,10
38,38,0,3,19,13,14,4,2
39,39,0,7,12,11,4,13,15
40,40,6,10,18,7,8,9,5
41,41,14,8,16,3,17,5,11
42,42,8,18,13,14,2,4,15
43,43,16,15,0,2,4,8,10
44,44,2,9,13,0,16,19,8
45,45,17,3,15,20,13,10,0
46,46,18,15,9,12,1,13,7
47,47,17,18,6,8,13,1,7
48,48,20,15,6,0,1,9,14
