,round,tube,sp,st,final_pop
0,0,0,11,"(0.07321004812082861, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.05030493936442916, 0.0, 0.022234755575473872)",335
1,0,0,11,"(0.06959437764221924, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.06074690389824518, 0.0, 0.022234755575473872)",76
2,0,0,11,"(0.09033430006888621, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.013928680739170972)",115
3,0,0,11,"(0.07321004812082861, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.03610721086526334, 0.0, 0.022234755575473872)",94
4,0,1,11,"(0.07321004812082861, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.05030493936442916, 0.0, 0.022234755575473872)",405
5,0,1,11,"(0.09033430006888621, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.013928680739170972)",31
6,0,1,11,"(0.06959437764221924, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.06074690389824518, 0.0, 0.022234755575473872)",178
7,0,1,11,"(0.07321004812082861, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.03610721086526334, 0.0, 0.022234755575473872)",17
8,0,2,11,"(0.09033430006888621, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.08279881135943302, 0.0, 0.013928680739170972)",214
9,0,2,11,"(0.06959437764221924, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.06074690389824518, 0.0, 0.022234755575473872)",88
10,0,2,11,"(0.07321004812082861, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.05030493936442916, 0.0, 0.022234755575473872)",241
11,0,2,11,"(0.07321004812082861, 0.060732257686241166, 0.0, 0.0, 0.0, 0.04688669779969397, 0.0, 0.03610721086526334, 0.0, 0.022234755575473872)",22
