,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,7,0,10,18,4,3
1,1,11,3,4,10,2,9,1
2,2,3,1,11,10,6,0,7
3,3,16,8,3,1,0,18,17
4,4,0,15,6,2,14,1,20
5,5,4,13,6,5,18,20,19
6,6,0,17,10,5,9,18,11
7,7,16,2,1,18,12,7,4
8,8,4,2,15,0,16,13,19
9,9,14,3,8,7,1,19,5
10,10,0,13,5,1,2,16,12
11,11,2,1,0,11,12,8,14
12,12,12,3,0,1,18,10,6
13,13,14,10,9,8,3,20,4
14,14,10,11,6,12,4,7,3
15,15,4,7,8,3,5,17,15
16,16,1,0,11,5,18,8,14
17,17,16,1,0,4,3,2,20
18,18,4,5,0,6,7,2,11
19,19,13,2,0,3,5,9,10
20,20,2,4,7,1,0,8,5
21,21,1,2,6,9,16,8,0
22,22,10,17,16,7,13,8,18
23,23,12,13,17,11,5,19,9
24,24,5,20,13,19,14,12,4
25,25,17,10,4,19,3,0,9
26,26,4,11,13,7,8,2,9
27,27,11,7,18,0,2,1,9
28,28,0,2,7,14,10,8,18
29,29,8,20,18,17,7,19,6
30,30,7,9,0,17,15,3,5
31,31,6,12,5,17,18,10,15
32,32,5,6,15,20,4,17,16
33,33,18,16,7,1,19,3,4
34,34,4,16,11,2,7,10,19
35,35,19,3,5,6,12,8,0
36,36,17,1,20,0,16,10,2
37,37,1,2,18,0,7,4,11
38,38,1,0,13,5,11,4,19
39,39,14,7,4,3,11,6,12
40,40,2,13,17,8,3,1,19
41,41,2,13,6,3,7,17,0
42,42,10,1,8,0,12,18,2
43,43,10,14,6,13,17,20,11
44,44,11,0,9,2,10,7,8
45,45,14,4,0,16,7,2,6
46,46,14,17,19,5,4,6,18
47,47,17,20,4,6,7,5,10
48,48,4,1,3,0,13,5,2
