,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,2,4,11,1,18,12
1,1,14,19,11,4,20,12,5
2,2,17,10,6,7,11,1,0
3,3,2,7,0,14,3,1,6
4,4,15,14,5,0,16,13,2
5,5,13,14,5,19,9,12,3
6,6,18,7,13,11,14,17,5
7,7,17,18,9,10,13,12,6
8,8,19,4,20,17,5,0,10
9,9,16,9,6,1,18,7,8
10,10,2,15,6,11,14,16,18
11,11,14,19,8,11,18,0,7
12,12,11,6,1,17,3,9,0
13,13,15,10,13,14,20,7,11
14,14,15,20,0,12,16,19,13
15,15,5,11,6,19,2,14,0
16,16,8,6,12,14,13,11,0
17,17,10,2,19,13,8,1,6
18,18,1,10,0,17,2,13,20
19,19,16,18,7,11,17,12,13
20,20,13,3,12,4,19,14,18
21,21,0,15,9,4,8,20,19
22,22,0,2,15,8,1,17,19
23,23,18,20,2,10,8,7,0
24,24,19,5,9,10,20,18,15
25,25,18,15,4,20,16,19,11
26,26,13,11,18,7,2,16,0
27,27,20,13,15,17,2,7,4
28,28,3,1,15,9,17,4,20
29,29,14,9,2,4,19,0,16
30,30,9,13,17,16,20,6,15
31,31,2,6,13,20,19,18,8
32,32,14,6,2,4,18,19,9
33,33,12,8,20,0,14,2,7
34,34,15,18,5,19,12,9,1
35,35,3,11,0,12,7,17,1
36,36,17,13,0,11,20,18,9
37,37,8,11,4,0,17,14,9
38,38,10,19,6,17,16,0,13
39,39,8,4,0,14,12,15,7
40,40,6,1,20,19,15,12,7
41,41,19,13,5,18,7,16,8
42,42,1,15,11,5,2,4,18
43,43,1,3,13,14,6,9,15
44,44,14,15,11,18,7,10,8
45,45,7,14,4,19,10,12,15
46,46,10,8,1,11,5,16,17
47,47,14,10,19,2,9,5,4
48,48,17,18,15,10,7,4,13
