,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,15,13,18,2,9,0,6
1,1,11,18,9,8,12,7,16
2,2,6,19,17,4,8,7,18
3,3,9,10,12,11,5,8,2
4,4,5,4,16,17,2,12,6
5,5,0,4,5,17,3,8,10
6,6,9,16,12,7,2,3,17
7,7,13,8,11,17,3,16,4
8,8,9,11,1,2,14,16,19
9,9,13,10,0,18,2,17,16
10,10,18,8,9,6,17,3,5
11,11,0,12,17,20,3,5,9
12,12,7,4,5,9,18,19,12
13,13,1,7,15,9,4,6,3
14,14,20,11,3,4,1,16,12
15,15,8,10,17,4,19,9,0
16,16,7,6,19,11,18,10,14
17,17,19,1,17,6,18,8,11
18,18,12,10,6,16,15,4,7
19,19,7,12,17,5,18,3,11
20,20,17,10,4,1,18,13,14
21,21,18,20,11,2,7,15,12
22,22,16,12,5,9,18,19,4
23,23,17,13,9,12,2,14,5
24,24,7,4,20,18,13,6,14
25,25,0,9,5,17,8,15,6
26,26,2,15,18,17,11,12,14
27,27,11,16,1,2,12,17,13
28,28,13,17,10,18,14,5,7
29,29,13,8,7,12,1,14,19
30,30,2,4,1,14,17,0,15
31,31,9,5,11,6,3,15,7
32,32,11,8,18,5,20,13,2
33,33,5,8,11,3,9,2,4
34,34,5,2,9,15,18,17,10
35,35,1,6,5,15,10,18,8
36,36,5,12,19,1,13,16,4
37,37,7,17,5,11,0,3,16
38,38,15,18,13,19,6,14,17
39,39,19,7,15,2,10,14,0
40,40,13,2,17,4,6,3,16
41,41,10,16,12,17,6,7,9
42,42,20,15,18,13,19,9,5
43,43,14,4,16,6,7,5,13
44,44,5,17,7,6,19,20,9
45,45,0,4,15,13,14,3,20
46,46,2,15,14,1,6,17,9
47,47,13,14,15,1,6,18,12
48,48,12,6,13,11,16,9,18
