,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,1,7,10,18,4,20,12
1,1,0,3,8,11,1,10,4
2,2,17,2,4,8,5,0,20
3,3,3,7,6,4,5,13,8
4,4,20,3,12,5,17,7,10
5,5,17,15,18,12,9,19,5
6,6,20,16,18,13,19,10,8
7,7,12,5,19,2,16,1,6
8,8,6,7,17,14,18,9,8
9,9,6,2,20,16,5,1,12
10,10,5,3,13,16,15,11,2
11,11,13,7,4,6,20,8,14
12,12,1,0,9,3,6,10,4
13,13,16,1,6,10,4,0,14
14,14,2,18,4,16,12,17,7
15,15,5,17,3,20,13,2,4
16,16,6,11,7,15,13,19,9
17,17,0,14,4,1,11,20,5
18,18,20,7,6,4,17,12,13
19,19,19,14,2,13,4,15,12
20,20,6,12,17,15,8,2,5
21,21,12,15,8,19,20,11,7
22,22,13,4,1,12,15,9,7
23,23,10,19,20,6,13,18,15
24,24,20,19,5,14,15,10,13
25,25,2,20,1,7,5,0,6
26,26,7,17,10,4,11,15,1
27,27,5,7,16,19,17,18,3
28,28,7,3,17,4,9,14,13
29,29,17,10,6,13,4,3,0
30,30,8,4,5,17,0,16,7
31,31,0,6,11,15,13,4,17
32,32,12,3,13,1,0,2,17
33,33,10,14,5,15,18,1,13
34,34,6,3,14,12,1,7,2
35,35,8,10,13,9,14,1,16
36,36,12,4,0,17,14,15,19
37,37,0,2,1,13,18,8,6
38,38,16,13,1,0,10,20,18
39,39,6,16,9,10,12,4,19
40,40,5,1,19,9,18,8,20
41,41,9,12,5,11,7,15,8
42,42,14,9,4,6,15,1,13
43,43,20,0,6,4,13,10,3
44,44,0,5,2,9,16,14,13
45,45,4,6,3,9,0,11,8
46,46,18,5,1,10,7,4,3
47,47,3,19,18,20,5,17,10
48,48,0,12,13,17,3,6,11
