,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,5,16,15,17,4,0,14
1,1,0,3,10,7,12,11,9
2,2,13,12,9,1,6,17,0
3,3,6,19,13,20,5,3,18
4,4,13,8,0,11,5,10,9
5,5,7,0,16,13,6,3,9
6,6,11,13,6,12,17,10,1
7,7,12,17,2,3,18,10,13
8,8,12,13,20,1,18,17,16
9,9,13,15,0,9,4,11,18
10,10,12,9,13,20,15,4,14
11,11,3,2,5,14,13,8,17
12,12,15,5,19,4,1,6,2
13,13,9,3,19,13,14,15,10
14,14,20,0,12,1,8,3,11
15,15,17,3,11,5,9,13,14
16,16,3,0,7,20,13,18,17
17,17,20,4,9,15,3,1,6
18,18,2,1,11,8,5,0,16
19,19,13,14,1,7,17,9,8
20,20,19,9,2,20,16,13,5
21,21,2,3,9,10,0,20,7
22,22,20,0,5,11,17,19,16
23,23,3,4,11,17,7,9,12
24,24,13,7,6,18,0,20,10
25,25,17,6,18,2,5,14,13
26,26,3,4,15,19,9,16,6
27,27,17,0,8,10,12,14,2
28,28,1,16,3,0,10,4,2
29,29,10,20,14,12,15,5,13
30,30,4,18,15,19,5,6,8
31,31,20,17,5,18,8,12,7
32,32,13,7,0,8,1,20,19
33,33,18,19,8,14,12,4,7
34,34,8,1,2,0,11,6,14
35,35,13,20,10,3,18,12,0
36,36,3,10,5,0,17,12,8
37,37,10,17,18,14,12,11,3
38,38,8,17,10,14,0,19,16
39,39,15,6,13,14,4,1,12
40,40,13,20,9,19,3,18,6
41,41,1,3,10,18,12,16,6
42,42,13,4,2,1,17,15,16
43,43,18,19,2,7,14,5,15
44,44,9,20,18,1,0,2,11
45,45,14,4,5,19,0,2,20
46,46,0,14,19,2,15,10,7
47,47,4,13,8,1,5,19,10
48,48,13,8,6,9,3,11,2
