,round,tube0,tube1,tube2
0,0,6,9,5
1,1,0,6,4
2,2,7,8,0
3,3,5,7,1
4,4,0,5,6
5,5,0,3,1
6,6,8,6,3
7,7,0,9,6
8,8,4,5,3
9,9,0,3,8
10,10,3,8,7
11,11,3,4,6
12,12,7,3,4
13,13,7,3,8
14,14,2,5,3
15,15,3,6,2
16,16,1,6,5
17,17,1,8,3
18,18,6,7,0
19,19,6,1,4
20,20,0,4,5
21,21,5,0,1
22,22,0,8,4
23,23,1,7,2
