,round,tube,sp,st,final_pop
0,0,0,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.15368007460549263, 0.0, 0.10322515837540021)",135
1,0,0,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.19294877208059033, 0.0, 0.10322515837540021)",52
2,0,0,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.03132526258173792, 0.08672640026861606, 0.0, 0.09141385839203689, 0.15368007460549263, 0.0, 0.10322515837540021)",12
3,0,0,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.20525964094277677, 0.0, 0.10322515837540021)",10
4,0,1,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.15368007460549263, 0.0, 0.10322515837540021)",136
5,0,1,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.19294877208059033, 0.0, 0.10322515837540021)",67
6,0,1,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.20525964094277677, 0.0, 0.10322515837540021)",14
7,0,2,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.19294877208059033, 0.0, 0.10322515837540021)",86
8,0,2,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.20525964094277677, 0.0, 0.10322515837540021)",23
9,0,2,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.03132526258173792, 0.08672640026861606, 0.0, 0.09141385839203689, 0.15368007460549263, 0.0, 0.10322515837540021)",3
10,0,2,12,"(0.0, 0.1063989220923299, 0.002215491001401634, 0.04642784640271252, 0.08672640026861606, 0.0, 0.09141385839203689, 0.15368007460549263, 0.0, 0.10322515837540021)",81
