,round,tube0,tube1,tube2
0,0,0,6,4
1,1,0,4,5
2,2,5,6,2
3,3,5,2,1
4,4,4,6,2
5,5,0,4,3
6,6,7,9,0
7,7,8,9,3
8,8,7,8,4
9,9,0,1,7
10,10,7,0,8
11,11,4,7,6
12,12,5,4,6
13,13,2,3,6
14,14,4,9,6
15,15,2,4,8
16,16,0,7,5
17,17,8,2,7
18,18,4,0,3
19,19,9,5,6
20,20,2,6,4
21,21,9,4,7
22,22,3,0,8
23,23,8,6,4
