,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,2,7,1,16,14,15,0
1,1,12,2,1,0,13,14,5
2,2,20,3,16,4,12,5,7
3,3,18,3,17,8,4,6,20
4,4,20,4,1,7,15,13,12
5,5,8,12,9,0,7,6,13
6,6,6,14,9,20,10,1,12
7,7,18,17,5,12,3,1,2
8,8,19,20,3,1,4,13,5
9,9,1,8,20,0,17,14,7
10,10,0,4,3,9,7,10,5
11,11,17,6,15,12,19,18,1
12,12,15,0,8,1,14,2,16
13,13,9,4,14,17,6,5,19
14,14,10,1,0,16,11,9,17
15,15,13,3,8,6,7,0,10
16,16,16,6,9,7,2,14,19
17,17,7,17,10,4,16,12,6
18,18,15,4,20,3,2,7,10
19,19,15,0,3,4,5,16,20
20,20,11,8,9,1,6,19,3
21,21,12,4,2,5,3,8,14
22,22,16,6,5,4,20,12,11
23,23,11,3,9,12,17,18,7
24,24,14,7,4,5,9,13,20
25,25,17,3,5,13,12,6,8
26,26,7,9,14,5,12,6,19
27,27,13,15,1,10,18,19,4
28,28,20,19,1,9,16,8,2
29,29,18,12,4,0,6,7,11
30,30,7,8,2,4,12,16,9
31,31,8,16,6,1,5,20,11
32,32,7,9,6,10,17,16,1
33,33,3,8,11,12,4,14,17
34,34,6,17,11,20,12,1,19
35,35,12,9,7,15,10,6,13
36,36,15,0,16,8,14,13,18
37,37,9,8,3,2,6,4,5
38,38,14,15,7,9,12,11,16
39,39,3,13,11,1,0,15,9
40,40,19,4,9,13,8,5,20
41,41,16,8,18,5,12,13,7
42,42,8,12,5,0,20,19,18
43,43,10,6,14,3,12,8,5
44,44,6,12,5,9,7,4,19
45,45,16,15,8,20,11,10,17
46,46,4,8,2,16,7,15,19
47,47,20,17,0,9,18,1,2
48,48,9,4,15,0,11,10,8
