,round,tube,nut,amount
0,0.0,0.0,0.0,1433.1354534403338
1,0.0,0.0,1.0,1981.0285157325181
2,0.0,0.0,2.0,2000.0
3,0.0,0.0,3.0,1033.5807987279711
4,0.0,1.0,0.0,1997.2390543533375
5,0.0,1.0,1.0,1999.9075983191842
6,0.0,1.0,2.0,2000.0
7,0.0,1.0,3.0,1995.293000942117
8,0.0,2.0,0.0,1994.277413581531
9,0.0,2.0,1.0,1999.8084798937173
10,0.0,2.0,2.0,2000.0
11,0.0,2.0,3.0,1990.2438467367328
