,round,tube0,tube1,tube2
0,0,1,4,7
1,1,4,0,3
2,2,7,9,5
3,3,0,9,7
4,4,1,2,3
5,5,7,6,0
6,6,9,3,7
7,7,7,8,4
8,8,0,6,8
9,9,4,8,5
10,10,8,4,3
11,11,0,9,3
12,12,5,1,0
13,13,6,4,2
14,14,2,7,9
15,15,8,5,6
16,16,3,2,6
17,17,5,1,7
18,18,7,4,1
19,19,7,8,6
20,20,4,0,6
21,21,5,2,6
22,22,8,0,4
23,23,6,7,1
