,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,19,15,14,0,17,18,16
1,1,10,12,18,3,14,15,16
2,2,8,5,6,11,16,4,12
3,3,2,11,12,10,6,16,1
4,4,15,6,19,3,2,4,5
5,5,3,0,19,5,11,20,13
6,6,2,17,0,14,8,11,12
7,7,16,8,12,17,10,9,13
8,8,14,5,20,12,13,17,18
9,9,3,0,12,17,13,4,14
10,10,5,3,4,20,6,11,1
11,11,14,11,19,18,3,6,10
12,12,12,9,10,18,7,1,20
13,13,17,2,6,20,5,7,13
14,14,0,6,14,20,12,13,10
15,15,0,5,6,16,12,9,13
16,16,18,20,4,0,1,12,19
17,17,12,15,3,16,11,19,1
18,18,7,18,6,12,15,10,1
19,19,5,15,19,20,18,4,9
20,20,17,2,18,11,4,5,3
21,21,19,6,10,4,20,15,8
22,22,7,18,6,14,15,10,12
23,23,11,9,6,5,12,10,18
24,24,17,10,7,15,13,0,18
25,25,10,15,19,17,4,5,18
26,26,16,20,10,18,0,4,17
27,27,19,20,7,0,18,11,6
28,28,13,16,8,2,15,1,14
29,29,4,17,18,15,2,11,12
30,30,11,12,20,0,6,16,17
31,31,15,20,12,7,10,5,14
32,32,10,2,16,1,18,13,15
33,33,5,16,10,3,14,20,7
34,34,10,7,14,3,12,18,2
35,35,13,15,10,12,6,17,9
36,36,20,14,9,5,8,19,10
37,37,20,6,9,17,15,0,10
38,38,14,0,12,8,3,20,5
39,39,15,13,17,3,2,20,5
40,40,9,18,12,2,14,1,17
41,41,9,12,13,15,19,11,18
42,42,17,0,15,20,12,16,18
43,43,5,14,11,9,13,18,7
44,44,8,20,2,19,10,1,6
45,45,8,16,3,5,15,20,9
46,46,12,4,20,19,0,8,5
47,47,17,19,16,7,3,4,14
48,48,11,5,12,14,4,3,13
