,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,13,19,8,6,0,14,1
1,1,8,11,13,12,0,3,19
2,2,11,2,18,7,20,3,8
3,3,7,15,18,10,0,2,5
4,4,12,7,10,15,14,17,4
5,5,9,10,17,8,1,6,14
6,6,15,1,9,5,11,4,19
7,7,19,14,12,9,11,15,1
8,8,16,17,4,13,18,15,2
9,9,16,9,20,17,18,12,0
10,10,5,14,2,18,4,19,15
11,11,6,14,2,18,9,3,20
12,12,3,2,4,9,1,6,7
13,13,4,19,15,0,5,12,16
14,14,15,19,1,2,13,3,20
15,15,18,3,2,13,14,19,9
16,16,16,8,19,7,15,4,10
17,17,1,10,12,14,16,18,19
18,18,13,3,19,10,17,18,6
19,19,20,2,1,3,19,11,0
20,20,6,9,15,4,2,8,3
21,21,5,0,12,6,17,7,9
22,22,12,19,2,1,14,3,4
23,23,19,0,17,1,9,10,3
24,24,0,10,17,15,19,12,6
25,25,16,0,8,19,20,13,17
26,26,20,19,2,4,12,15,3
27,27,12,14,16,20,9,11,0
28,28,15,10,7,14,6,3,20
29,29,6,14,10,13,18,5,3
30,30,1,6,17,14,7,16,19
31,31,14,19,10,0,7,1,13
32,32,14,9,5,20,17,0,1
33,33,10,3,15,12,0,11,19
34,34,20,4,15,10,14,12,9
35,35,13,10,5,18,20,6,9
36,36,6,16,0,5,4,15,13
37,37,19,10,3,5,1,11,17
38,38,12,8,1,5,9,6,10
39,39,13,18,11,15,8,10,16
40,40,16,7,6,5,0,1,3
41,41,1,16,13,18,3,8,0
42,42,5,4,10,7,19,13,6
43,43,2,16,10,12,0,5,19
44,44,6,18,20,2,10,1,15
45,45,13,19,3,15,4,7,10
46,46,8,1,13,11,2,7,6
47,47,8,14,16,6,1,5,4
48,48,2,1,18,14,16,13,15
