,round,tube0,tube1,tube2,tube3,tube4,tube5,tube6
0,0,7,9,14,11,6,13,17
1,1,18,10,17,3,2,7,0
2,2,18,1,14,16,17,6,7
3,3,4,16,12,9,6,17,15
4,4,2,15,3,8,17,20,11
5,5,19,18,9,7,13,1,3
6,6,5,4,2,15,10,7,18
7,7,6,13,0,4,12,14,18
8,8,12,0,7,9,1,5,10
9,9,10,6,13,0,11,9,17
10,10,19,14,2,20,0,6,12
11,11,18,20,1,16,12,7,4
12,12,15,9,18,7,12,10,1
13,13,19,18,15,11,0,20,9
14,14,13,14,0,7,16,17,11
15,15,16,17,2,13,7,6,15
16,16,17,6,10,16,9,5,20
17,17,8,4,11,6,12,18,19
18,18,13,8,20,17,9,12,0
19,19,13,6,7,14,12,2,1
20,20,11,18,19,10,13,20,12
21,21,2,17,10,8,16,20,15
22,22,4,14,17,3,5,0,1
23,23,0,2,19,13,20,11,12
24,24,3,20,17,2,11,13,18
25,25,6,18,12,17,15,1,20
26,26,13,6,19,0,11,15,4
27,27,5,16,7,19,12,18,4
28,28,6,3,4,16,14,2,15
29,29,7,3,6,17,2,11,10
30,30,12,2,0,17,9,14,20
31,31,1,11,16,7,10,3,18
32,32,17,9,20,18,2,10,11
33,33,4,7,20,17,2,8,15
34,34,10,12,3,9,2,7,0
35,35,18,19,2,6,3,13,10
36,36,16,9,5,2,10,17,15
37,37,20,7,17,8,10,19,5
38,38,18,17,5,2,20,11,3
39,39,19,16,5,20,3,18,12
40,40,10,7,0,12,16,3,1
41,41,10,0,16,6,14,17,13
42,42,3,17,13,8,7,15,9
43,43,18,15,3,17,7,9,20
44,44,12,7,17,14,15,9,3
45,45,13,5,14,0,4,17,16
46,46,18,2,10,20,11,7,19
47,47,11,19,2,5,16,17,18
48,48,5,19,11,7,9,10,2
